TIME,Mills,Ax,Ay,Az,Gx,Gy,Gz,Lat,Lon,Speed
19-02-2019 6.28,1.55E+12,0.3310089,4.1243896,12.462082,-0.345047,0.06251526,0.01373291,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.9853973,10.502548,4.5851593,0.12365723,0.034820557,0.07765198,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.517746,5.8601837,7.9801483,-0.31629944,0.05079651,0.024383545,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,2.8568878,7.912018,4.3960266,-0.24385071,-0.023773193,0.03929138,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-0.557251,6.6191406,4.8700714,-0.12879944,0.16584778,0.05101013,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,3.6278229,9.765121,3.7519836,-0.27581787,-0.1537323,0.12452698,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-1.1965027,8.797867,3.986618,-0.1607666,0.24893188,0.016921997,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,3.7858276,8.508179,6.354477,-0.4356079,-0.14733887,0.08616638,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-2.1565704,7.248825,8.760651,-0.16821289,0.2926178,0.021194458,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,3.1513672,8.340576,5.547638,0.02671814,-0.24320984,0.17352295,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-1.2180481,6.7675934,6.500519,-0.10110474,0.16159058,0.057403564,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,3.9079437,6.1403046,9.9457855,-0.028671265,-0.16545105,0.13943481,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.16819763,5.596817,5.5931244,0.12260437,0.26278687,0.03929138,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.240799,4.3087463,12.859528,0.076797485,0.063583374,0.0914917,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,4.075531,3.0374298,15.12204,0.046966553,-0.13136292,0.14901733,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-2.4247284,7.64386,2.085617,0.67652893,0.37677002,0.029708862,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,4.087509,3.6287842,13.75975,-0.31095886,-0.49142456,0.22891235,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-2.5204926,5.754837,7.733536,0.34950256,0.102996826,0.09788513,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.6470337,4.1794586,8.751068,0.033111572,-0.2240448,0.23104858,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-2.1062927,6.0972137,6.658539,0.3835907,-0.100479126,0.18417358,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.39085388,3.3797913,14.063812,-0.20869446,-0.29328918,0.20974731,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.2639618,6.868149,6.038437,0.32818604,-0.16438293,0.22998047,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-1.3473358,6.9184265,4.4869995,0.10021973,0.04866028,0.17565918,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.1091156,4.773224,10.905853,-0.10217285,-0.26452637,0.24702454,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-0.6506195,6.5592957,7.7239685,0.1875763,0.122161865,0.10960388,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,2.8281555,6.9112396,7.441452,0.09384155,-0.10580444,0.15541077,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-0.23162842,7.0572815,4.757553,0.10235596,0.20100403,0.012664795,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.5472565,5.4483795,9.189209,-0.06594849,-0.06958008,0.07232666,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.6502075,5.1155853,8.832474,0.00328064,0.065704346,0.014801025,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.829773,5.857788,9.459763,0.10128784,0.14027405,0.004150391,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,2.6198578,7.3805084,4.2810974,0.20568848,0.08381653,0.10960388,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-0.08798218,2.7094116,17.082901,-0.049972534,0.18501282,0.05847168,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,4.8249207,4.959961,13.731018,0.355896,-0.09088135,0.20547485,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-0.5141449,7.279953,2.41362,0.5465698,0.5109863,0.12771606,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,3.6038818,6.9974365,7.300186,-0.07234192,-0.2006073,0.12452698,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-1.4024048,0.3391571,9.802124,-0.11921692,0.1477356,-0.05230713,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.877655,9.468246,4.6282654,0.6051636,-0.058929443,0.14901733,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.5201416,2.252121,13.800446,-0.0158844,0.03907776,0.102142334,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,-0.26275635,7.0644684,4.9921722,0.41235352,0.16584778,-0.003311157,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,2.7299957,0.42295837,16.888962,-0.08938599,-0.007797241,0.040359497,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,2.9933472,10.840118,0.35461426,0.91941833,0.30859375,-0.002243042,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,1.0085602,1.4093628,16.110855,-0.20550537,0.4076538,-0.06829834,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,6.127365,10.931107,6.6489716,0.5913086,-0.08236694,-0.01928711,10.60752876,76.13738339,0.34
19-02-2019 6.28,1.55E+12,0.11791992,2.9248962,10.259415,-0.3834076,0.7048645,-0.17481995,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,6.7306976,14.474518,-1.8743896,0.68185425,-0.13136292,0.0914917,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.6258392,-1.0973663,17.030228,-0.7860718,0.58343506,-0.15777588,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,8.107376,10.971802,5.8085938,0.8065033,-0.3252411,0.2086792,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.6282349,4.608017,8.080704,-0.004165649,0.7485504,-0.037399292,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,5.507263,7.12912,8.672073,0.049087524,-0.3678589,0.07658386,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-3.550003,3.9663696,9.771011,-0.22468567,0.43536377,-0.12687683,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,4.9302673,10.241577,3.7783203,0.470932,-0.24002075,0.17245483,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.8748322,2.575348,12.311249,-0.08406067,0.29048157,-0.022491455,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.5839386,6.6622467,8.207596,0.37612915,-0.13775635,0.03717041,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.24360657,5.8673706,7.417511,0.21954346,0.21484375,-0.038467407,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.98461914,8.726044,5.1118927,0.18331909,0.020965576,-0.114105225,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.2371979,2.5777283,12.471664,-0.30670166,0.063583374,-0.17163086,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.8161774,9.839355,5.4877777,0.5305939,-0.024841309,-0.01184082,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.9195557,4.900116,7.4198914,-0.03186035,0.2691803,-0.07041931,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.1019287,7.011795,7.721573,0.06187439,-0.14414978,-0.041656494,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.0995331,6.552109,8.262665,-0.09259033,0.015640259,-0.050186157,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.4806366,9.319809,3.1821594,0.17373657,0.17329407,-0.0693512,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.5991516,5.5896454,7.9250793,-0.35676575,-0.08023071,-0.06829834,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.5500641,6.465912,6.7399445,0.10661316,0.15838623,-0.10983276,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.47225952,8.153824,4.807831,0.133255,-0.007797241,0.01586914,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.11791992,4.4356384,12.181961,-0.32055664,0.049728394,-0.05657959,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.5432434,8.795471,7.087097,0.21847534,-0.003540039,-0.041656494,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.9906006,7.663025,4.218857,0.036315918,0.25639343,-0.10131836,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.9590607,5.74527,8.437439,-0.054229736,-0.1026001,-0.08213806,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.091156,5.189804,8.9857025,0.07359314,0.19673157,-0.15777588,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.35134888,6.963913,5.183716,0.24617004,-0.088760376,-0.07255554,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.18495178,4.4236603,7.173294,-0.08087158,0.001800537,-0.12582397,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.3034668,4.7085724,9.208374,0.11407471,0.04121399,-0.02142334,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.4594421,4.9815063,13.649612,-0.12667847,-0.084487915,0.01586914,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.66893,5.0174255,8.566727,0.1875763,0.18289185,-0.17907715,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.3796692,5.6734314,10.489258,0.021392822,-0.24641418,-0.06402588,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.6490021,2.5298462,7.7957916,0.11088562,0.010314941,-0.12901306,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.5381012,7.0620728,2.7128906,0.30262756,-0.12284851,-0.11943054,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.013763428,1.1196594,15.342316,-0.30351257,-0.17503357,-0.016098022,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.2312164,8.797867,4.913162,0.54977417,-0.065322876,-0.040603638,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.92355347,2.192276,10.573059,-0.13626099,0.04333496,-0.07041931,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.3924103,5.0485535,9.454971,0.12260437,-0.21551514,0.06593323,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.8237762,5.3262787,7.470169,0.09916687,0.09234619,-0.010772705,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.7076721,5.6734314,8.940216,-0.03186035,-0.28263855,0.07019043,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.43515015,4.670273,9.141327,-0.06808472,-0.03868103,0.019058228,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.3772736,8.165802,3.615509,0.29623413,-0.11538696,0.06486511,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.720047,2.4532318,11.664825,-0.15223694,0.007125855,0.029708862,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.4402924,7.7611847,6.462219,0.33457947,-0.17077637,0.07872009,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.9626465,3.805954,10.731079,-0.0435791,0.13920593,0.003082275,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.6078796,7.018982,9.993668,0.1566925,-0.29115295,0.14050293,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.7272339,6.731674,5.2220154,-0.014816284,0.06677246,0.059539795,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.4850006,9.556839,3.3808746,0.06613159,-0.181427,0.10534668,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.35853577,2.8363037,15.742142,-0.44093323,-0.06744385,0.02331543,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.007721,10.624649,1.8725281,0.6424408,-0.04081726,0.09043884,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.7064667,3.6311798,9.500458,-0.1607666,0.22763062,-0.045928955,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.0484161,4.4954834,15.191483,-0.07022095,-0.32737732,0.09895325,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.3289642,9.532898,1.6977539,0.3100891,0.17224121,0.045684814,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.9614563,7.042923,4.0129547,-0.19911194,-0.26239014,0.04675293,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.35134888,2.7884216,15.193878,-0.32481384,-0.012054443,-0.04486084,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.6549988,9.631058,6.019287,0.5540314,-0.020584106,0.045684814,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.21008301,2.1348114,9.184418,-0.046783447,0.046539307,-0.038467407,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.18573,9.616684,2.444748,0.5135498,-0.088760376,0.022247314,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.8082275,3.1379852,13.616089,-0.27049255,-0.02696228,0.024383545,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.7914581,9.927933,3.4239807,0.5146179,0.102996826,-0.027816772,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.0165253,7.165024,9.694397,-0.35464478,0.1669159,-0.07469177,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.280655,9.597534,6.043228,0.11407471,0.038009644,0.00201416,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.8393555,9.939911,2.3609467,-0.20230103,0.31071472,-0.07362366,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.2615051,4.7875824,8.162094,-0.42601013,-0.039749146,0.008407593,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.7076721,10.090744,3.3210297,0.01499939,0.24041748,-0.04698181,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.72843933,3.9974976,8.873184,-0.42175293,0.102996826,-0.060836792,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.2360077,7.7396393,9.064713,0.10235596,0.032684326,-0.050186157,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.6494293,3.0637512,14.650391,-0.25131226,0.061447144,-0.004379273,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.0612335,8.69014,4.489395,0.45921326,0.04121399,-0.027816772,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.15621948,4.2536774,7.702408,-0.1415863,0.03161621,-0.05870056,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.502182,5.723709,17.267242,0.16520691,-0.0791626,-0.026748657,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.8648376,4.418869,10.805298,0.36973572,-0.077041626,0.024383545,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.269104,8.182556,5.7056427,0.738327,0.38528442,-0.12261963,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,4.216797,3.3127594,13.055847,-0.20657349,-0.46585083,0.029708862,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.190094,9.8992,-1.4314728,0.32073975,0.23614502,-0.07255554,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.5233154,11.963013,4.8150024,-0.26089478,-0.3486786,0.03717041,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.145813,6.4683075,8.389557,-1.250534,-0.12496948,-0.025680542,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.3321991,19.823166,-12.061722,0.6957092,0.34480286,-0.06616211,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.2998047,-0.14686584,20.00383,-1.6137848,-0.100479126,-0.12794495,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.5919037,11.232773,1.4966431,0.8704071,0.15625,0.003082275,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.4538879,5.0126343,10.060699,-0.19911194,0.33947754,-0.012893677,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,4.561554,6.5281677,8.851624,0.045898438,-0.13243103,0.028640747,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.4857788,8.27594,8.458984,-0.1650238,0.45133972,-0.05444336,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,5.5000763,11.579941,0.45277405,0.23977661,-0.056793213,0.047821045,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-0.6578064,5.125168,10.89389,-0.5368042,0.4460144,-0.17163086,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,6.3787537,6.805893,11.636093,0.024597168,-0.33802795,0.15541077,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-2.565979,10.454666,-1.0795135,0.098098755,0.4737091,9.46E-04,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.80661,5.003067,7.7479095,-0.5453186,-0.4051361,0.02331543,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.08200073,8.469864,11.430191,-0.23001099,0.059310913,-0.07255554,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.9351196,6.7436523,5.3369446,0.041641235,-0.009918213,0.07551575,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.1127014,6.6622467,8.075912,-0.021209717,0.12004089,0.009475708,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,4.5280304,4.885742,10.369553,-0.12347412,-0.27624512,0.110672,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,-1.1342468,11.352478,2.3058777,0.018203735,0.31285095,-0.002243042,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.3373413,8.103546,9.088654,-0.43666077,-0.2517395,0.104278564,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,1.8441315,10.907166,0.780777,-0.49632263,0.06997681,-0.001174927,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,0.70928955,12.954208,-6.741806,0.024597168,0.13388062,0.028640747,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.6110535,6.2073517,12.126892,-1.202591,-0.100479126,-0.00970459,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,2.248764,12.779434,1.6929626,0.32713318,0.26704407,-0.013961792,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.0819397,6.9711,10.144501,-0.7466583,0.28302002,-0.04698181,10.60707003,76.13710629,8.14
19-02-2019 6.28,1.55E+12,3.0579987,9.350937,5.1358337,0.121536255,0.12643433,-0.02355957,10.60707003,76.13710629,8.14
