TIME,Mills,Ax,Ay,Az,Gx,Gy,Gz,Lat,Lon,Speed,Class
19-02-2019 6.28,1550000000000.0,1.1019287,7.011794999999999,7.721572999999999,0.06187439,-0.14414978,-0.041656494,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.0995331,6.552109,8.262665,-0.09259033,0.015640259,-0.050186157,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.4806366,9.319809,3.1821593999999997,0.17373657,0.17329407,-0.06935119999999999,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.5991516,5.5896454,7.9250793,-0.35676575,-0.08023071,-0.06829834,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.5500641,6.465912,6.739944500000001,0.10661316,0.15838623,-0.10983276,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.47225952,8.153824,4.807831,0.13325499999999998,-0.007797241,0.01586914,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.11791992,4.4356384,12.181961,-0.32055664,0.049728394,-0.05657959,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.5432433999999997,8.795471000000001,7.087097,0.21847534,-0.003540039,-0.041656494,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.9906005999999999,7.663025,4.218857,0.036315917999999996,0.25639343,-0.10131836,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.9590607,5.74527,8.437439,-0.054229735999999994,-0.1026001,-0.08213806,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-1.091156,5.1898040000000005,8.985702499999999,0.07359314,0.19673157,-0.15777588,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.35134888,6.963913000000001,5.183716,0.24617004,-0.088760376,-0.07255554,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.18495178,4.4236603,7.173294,-0.08087158,0.001800537,-0.12582397,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.3034668,4.7085724,9.208374000000001,0.11407471,0.04121399,-0.02142334,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.4594421000000004,4.9815062999999995,13.649612,-0.12667847,-0.084487915,0.01586914,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-2.66893,5.0174255,8.566727,0.1875763,0.18289185,-0.17907715,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.3796692,5.673431400000001,10.489258,0.021392822000000002,-0.24641418,-0.06402588,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-1.6490021000000001,2.5298462,7.795791599999999,0.11088562,0.010314941,-0.12901306,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.5381012,7.0620728,2.7128906,0.30262756,-0.12284851,-0.11943054,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.013763428000000001,1.1196594,15.342316,-0.30351257,-0.17503357,-0.016098022,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.2312163999999999,8.797867,4.913162000000001,0.54977417,-0.065322876,-0.040603638,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.92355347,2.1922759999999997,10.573058999999999,-0.13626099,0.04333496,-0.07041931,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.3924103,5.048553500000001,9.454971,0.12260437,-0.21551514,0.06593323,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-1.8237762,5.3262787000000005,7.470169,0.09916687,0.09234619,-0.010772705,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.7076721000000001,5.673431400000001,8.940216,-0.03186035,-0.28263855,0.07019043,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.43515015,4.670273,9.141327,-0.06808472,-0.03868103,0.019058228,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.3772736,8.165802000000001,3.615509,0.29623413,-0.11538696,0.06486511,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.720047,2.4532317999999997,11.664825,-0.15223694,0.007125855,0.029708862000000003,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.4402923999999997,7.761184700000001,6.462219,0.33457947,-0.17077637,0.07872009,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-1.9626465,3.8059540000000003,10.731079,-0.0435791,0.13920593,0.003082275,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.6078796000000004,7.018982,9.993668,0.15669249999999998,-0.29115295,0.14050293,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.7272339,6.731674000000001,5.2220154,-0.014816283999999999,0.06677246,0.059539795,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.4850006000000002,9.556839,3.3808746,0.06613159,-0.181427,0.10534668,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.35853577,2.8363037,15.742142000000001,-0.44093323,-0.06744385,0.02331543,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.007721,10.624649,1.8725281000000003,0.6424408,-0.04081726,0.09043884,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-1.7064667000000002,3.6311797999999995,9.500458,-0.1607666,0.22763062,-0.045928955,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.0484161,4.4954834,15.191482999999998,-0.07022095,-0.32737732,0.09895325,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-2.3289642,9.532898,1.6977539000000001,0.31008909999999995,0.17224121,0.045684814000000004,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.9614563000000003,7.042922999999999,4.0129547,-0.19911194,-0.26239014,0.04675293,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.35134888,2.7884216,15.193878,-0.32481384,-0.012054443,-0.04486084,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.6549988000000002,9.631058,6.019287,0.5540314000000001,-0.020584106,0.045684814000000004,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.21008301,2.1348114,9.184417999999999,-0.046783447,0.046539307,-0.038467407,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.18573,9.616684,2.444748,0.5135498,-0.088760376,0.022247314,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.8082275,3.1379852,13.616089,-0.27049255,-0.02696228,0.024383545,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.7914581000000003,9.927933,3.4239807,0.5146179,0.102996826,-0.027816772000000003,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.0165253,7.165024000000001,9.694397,-0.35464478,0.16691589999999998,-0.07469177,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.2806550000000003,9.597534,6.043228,0.11407471,0.038009644,0.00201416,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.8393555,9.939911,2.3609467,-0.20230103,0.31071472,-0.07362366,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.2615051,4.7875824,8.162094,-0.42601013,-0.039749146,0.008407593,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.7076721000000001,10.090744,3.3210297,0.01499939,0.24041748,-0.04698181,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.72843933,3.9974976000000004,8.873184,-0.42175293,0.102996826,-0.060836792,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.2360077,7.7396392999999994,9.064713000000001,0.10235596,0.032684326,-0.050186157,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.6494293000000001,3.0637512000000005,14.650391,-0.25131226,0.061447144,-0.0043792729999999995,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.0612335,8.69014,4.489395,0.45921326,0.04121399,-0.027816772000000003,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,0.15621948,4.253677400000001,7.702408,-0.14158629999999997,0.03161621,-0.05870056,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.502182,5.7237089999999995,17.267242,0.16520691,-0.07916260000000001,-0.026748657000000002,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.8648376000000004,4.418869,10.805297999999999,0.36973572,-0.077041626,0.024383545,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-2.269104,8.182556,5.7056427,0.7383270000000001,0.38528442,-0.12261963,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,4.216797,3.3127593999999996,13.055847,-0.20657349,-0.46585083,0.029708862000000003,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-2.1900939999999998,9.8992,-1.4314728,0.32073975,0.23614502,-0.07255554,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.5233153999999998,11.963013,4.815002400000001,-0.26089478,-0.34867859999999995,0.03717041,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,2.145813,6.4683075,8.389557,-1.250534,-0.12496948,-0.025680542,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,-0.3321991,19.823166,-12.061722,0.6957091999999999,0.34480286,-0.06616211,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.2998046999999997,-0.14686584,20.003829999999997,-1.6137848,-0.100479126,-0.12794495,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,3.5919037000000005,11.232773,1.4966431,0.8704071,0.15625,0.003082275,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,1.4538878999999998,5.0126343,10.060699000000001,-0.19911194,0.33947754,-0.012893677,10.60707003,76.13710629,8.14,0
19-02-2019 6.28,1550000000000.0,4.561554,6.5281677,8.851624000000001,0.045898438,-0.13243103,0.028640747,10.60707003,76.13710629,8.14,0
