Lat,Lon,Class
10.60214027,76.13445451,-1
10.60049944,76.1345304,-1
10.59632477,76.13562933,-1
10.59632477,76.13562933,-1
10.59574587,76.13571158,-1
10.59574587,76.13571158,-1
10.58678116,76.13541566,-1
10.58510503,76.13501361,-1
