TIME,Mills,Ax,Ay,Az,Gx,Gy,Gz,Lat,Lon,Speed
22-02-2019 4.47,1.55E+12,-1.0312958,4.612808,11.607361,0.17044067,-0.17677307,0.032409668,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.1765747,4.217758,8.406311,-0.001068115,-0.10006714,0.005767822,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.3533325,8.259171,7.7718506,0.26205444,-0.07237244,-0.01979065,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.76794434,4.0932617,10.69278,-0.006393433,0.025634766,-0.1103363,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.2838898,3.837082,7.6449585,0.080963135,-0.051071167,-0.0315094,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.53689575,5.924835,9.52919,0.22157288,0.07144165,-0.037902832,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.0420837,3.272049,9.227524,-0.004257202,-0.025497437,-0.07305908,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.34776306,5.8553925,8.564331,0.3568573,0.12257385,-0.04748535,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.8201904,2.7692719,6.5507965,-0.09161377,-0.02230835,-0.005950928,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.96546936,6.925598,9.177246,0.23861694,0.046936035,-0.0315094,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.07003784,2.3694458,11.791718,-0.24394226,-0.004196167,-0.062408447,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,3.2639008,8.539291,3.4000397,0.116119385,0.08955383,0.010040283,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.53330994,7.588806,4.4750366,-0.1725769,0.21098328,-0.0868988,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,3.7259827,6.5904236,11.50441,-0.36112976,-0.058517456,-0.058151245,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.0456696,7.935959,3.7783203,0.1214447,0.34840393,-0.06666565,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,7.9278107,11.069962,3.962677,-0.4079895,-0.056396484,-0.016601562,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.9602509,12.927872,-5.9253845,0.055389404,0.6157837,-0.24882507,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,6.910263,0.84672546,18.440414,-0.98217773,-0.23962402,-0.17318726,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.6154785,6.520981,2.868515,0.511322,0.60513306,-0.15934753,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,7.6141663,10.837738,9.002472,-0.027694702,0.007522583,-0.015533447,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.8197632,6.1881866,9.54834,-0.3483429,0.49647522,-0.2743988,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,6.0699005,8.92955,6.8117676,-0.23435974,-0.10220337,-0.077316284,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.2882538,5.529785,10.132523,-0.31744385,0.39634705,-0.10394287,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,6.6277466,12.925476,-2.7075806,-0.06498718,-0.15440369,-0.015533447,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-4.419098,9.128265,0.9004822,-0.48788452,0.44854736,-0.16786194,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,5.557541,3.1116486,15.028671,-0.94914246,-0.44947815,-6.26E-04,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.9346924,13.394745,-3.1720428,0.8468933,0.5561371,-0.008071899,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,4.0372314,1.7565308,15.107681,-0.37390137,-0.32377625,0.082473755,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.7280121,8.563232,5.10231,0.6093292,0.30899048,-0.07519531,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,2.1793213,2.1635437,13.551453,0.123565674,-0.1437378,0.016418457,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.27952576,4.3255005,7.6377716,0.41651917,0.14813232,-0.032577515,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.8996124,6.731674,9.70636,0.5539398,-0.011657715,-0.02406311,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.0540466,3.3462677,13.747772,-0.15446472,-0.12776184,-0.02192688,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.5652008,6.41803,10.367157,0.39733887,0.10765076,-0.003814697,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,2.0787659,3.0350342,16.611237,-0.123565674,-0.21725464,-0.01020813,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.482193,7.3541718,3.5149536,0.6551361,0.21525574,-0.067733765,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,4.0539856,2.62323,10.910645,-0.29933167,-0.35360718,-0.005950928,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-3.8205414,5.5465393,5.9450684,0.2237091,0.26106262,-0.13165283,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,5.418686,7.8641357,4.302643,0.14060974,-0.38237,0.039855957,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.7184296,5.5178223,8.707977,-0.14700317,0.33242798,-0.16999817,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,3.759491,7.5911865,9.533981,-0.067108154,-0.2140503,0.006835938,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.3070526,5.6207733,8.358429,-0.17576599,0.33668518,-0.10928345,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.877655,5.4124756,9.17485,-0.052200317,-0.03614807,-0.061340332,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.8321686,12.250305,-0.65335083,0.09907532,0.1385498,-0.08052063,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.047286987,3.8227234,9.976913,-0.651947,0.039474487,-0.11566162,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,2.5983124,12.221573,-1.1848602,0.014907837,-0.03189087,-0.041107178,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.2180481,7.351776,3.2420197,-0.39840698,0.14173889,-0.14549255,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,2.387619,7.2224884,10.5108185,-0.2982788,-0.21192932,-0.07624817,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.8572998,5.1131897,3.6514282,0.0234375,0.24720764,-0.10394287,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.15861511,4.909683,8.968948,0.1725769,-0.1671753,-0.0549469,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.5269012,1.0310822,16.46759,-0.26737976,-0.013778687,-0.09436035,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.8413086,6.5832367,5.6817017,0.60614014,-0.070236206,0.00151062,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.6661835,1.2633209,17.21936,-0.32383728,-0.30673218,-0.09861755,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-4.2323456,6.3845215,3.4191895,0.6402283,0.027755737,-0.0783844,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.556839,-0.010391235,12.452515,-0.32809448,-0.37809753,0.070755005,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-4.522049,10.861679,-0.12663269,0.51878357,0.053329468,-0.013397217,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.4131775,6.090027,8.643341,-0.44207764,-0.34295654,0.07182312,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-3.2507172,6.6861877,7.0368195,-0.15126038,-0.03189087,-0.08370972,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.46148682,6.046936,9.907471,-0.12677002,-0.25559998,-0.17106628,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.786255,7.6701965,5.4327087,-0.06817627,-0.12243652,-0.15509033,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.31063843,4.390152,9.940994,-0.3259735,-0.25346375,-0.11672974,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.8916016,10.935898,2.1119537,-0.039413452,-0.16931152,-0.14337158,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.8620911,3.9927063,13.101334,-0.5784302,-0.28222656,-0.027252197,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.3377533,11.661331,-1.6086426,0.08628845,-0.32270813,0.016418457,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-3.2052307,5.395706,3.9530945,-0.527298,-0.15119934,-0.08370972,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.6063385,10.725204,5.746353,-0.5049286,-0.497406,0.029205322,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-4.4454346,6.204956,6.6537476,-0.255661,0.07356262,-0.06985474,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.3537445,13.330093,-0.3253479,0.008529663,-0.5378876,0.07394409,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-3.08313,5.8937073,8.643341,-0.56884766,-0.1362915,-0.0357666,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.1174927,11.508102,-3.4186554,-0.15872192,-0.38981628,0.07608032,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-3.2243958,5.5681,9.7087555,-0.69454956,-0.1831665,-6.26E-04,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.5316925,12.621414,-0.45463562,-0.19174194,-0.48675537,0.07608032,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-5.158905,3.61203,9.25386,-0.7265167,-0.12136841,-0.025115967,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.0779877,14.208771,-2.4897003,-0.13528442,-0.6273804,0.13360596,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-7.0742645,4.201004,2.0664673,-0.7350311,0.15666199,-0.11566162,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,5.430649,15.341232,-2.6309662,-0.6551361,-0.8180542,0.15597534,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-8.5251465,13.485718,-7.2565613,-0.19067383,0.55081177,-0.23071289,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,8.775345,10.366074,6.792618,-1.1675262,-0.95121765,0.07821655,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-10.591354,9.250381,-1.4218903,-0.15553284,0.85653687,-0.24882507,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,7.4537506,7.3014984,5.7056427,-0.78297424,-0.9671936,0.12614441,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-8.824432,9.398819,-0.31576538,0.090545654,0.70207214,-0.23498535,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,5.394745,4.2656403,12.696716,-0.49853516,-0.8042145,0.10697937,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-5.2211456,9.224045,-4.021988,0.5219879,0.53163147,-0.079452515,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.8601227,-0.015182495,19.527374,-0.3952179,-0.5613251,0.07394409,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-2.4558563,8.1514435,4.4630585,0.654068,0.23548889,-0.056015015,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,1.4538879,0.082977295,19.759613,-0.1257019,-0.2342987,-0.046432495,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,0.14186096,10.370865,3.4072113,0.90974426,0.15133667,-0.09010315,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-0.08558655,-4.0518036,20.434784,0.022369385,-0.04360962,-0.11566162,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,3.0412445,4.5194397,11.162033,0.9246521,-0.09580994,-0.038970947,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-1.0336914,3.9352417,11.973663,0.89907837,0.2631836,-0.079452515,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,4.4298706,0.83236694,13.707077,0.15232849,-0.32484436,0.020690918,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-5.0846863,6.944763,7.3097687,1.0791168,0.37609863,-0.0549469,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,6.031601,-3.314392,25.36444,-0.6316986,-0.7072754,0.15171814,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,-7.3232574,10.334946,2.5357208,1.2271881,0.46984863,0.02281189,10.60212239,76.11342096,0
22-02-2019 4.47,1.55E+12,6.359604,-0.46768188,20.592789,-0.74993896,-0.8830414,0.18687439,10.60212239,76.11342096,0
